ESTACAO,DATA (YYYY-MM-DD),rain_max,rad_max,temp_avg,temp_max,temp_min,hum_max,hum_min,wind_max,wind_avg
A301,2020-04-08,0.0,3783.4,27.2625,32.0,23.1,93.0,53.0,,
A301,2020-04-09,0.0,3627.3,27.483334,32.9,23.5,92.0,59.0,,
A301,2020-04-10,0.0,3367.4,28.2,33.1,23.9,93.0,57.0,,
A301,2020-04-11,0.0,3439.8,28.379168,33.5,24.2,92.0,52.0,,
A301,2020-04-12,0.0,3802.1,27.870832,33.0,23.3,92.0,48.0,,
A301,2020-04-13,0.0,3356.5,27.9125,32.6,22.9,92.0,48.0,,
A301,2020-04-14,0.0,3647.1,27.308332,32.8,22.6,92.0,45.0,,
A301,2020-04-15,0.0,2884.4,26.5375,32.7,22.2,93.0,52.0,,
A301,2020-04-16,14.6,2541.3,26.0,30.2,23.9,93.0,72.0,,
A301,2020-04-17,2.2,2686.9,26.945833,32.0,24.0,93.0,59.0,,
A301,2020-04-18,0.2,2819.0,27.233334,33.1,23.4,93.0,56.0,,
A301,2020-04-19,2.0,2175.7,26.125,29.8,24.1,93.0,69.0,,
A301,2020-04-20,9.0,2949.2,26.070833,31.2,23.2,93.0,64.0,,
A301,2020-04-21,0.6,1992.4,25.866667,30.0,22.9,94.0,67.0,,
A301,2020-04-22,5.8,1732.4,25.0125,27.8,22.8,93.0,77.0,,
A301,2020-04-23,0.0,3488.2,26.708334,31.7,23.1,93.0,57.0,,
A301,2020-04-24,25.6,894.6,24.958334,26.8,23.5,93.0,87.0,,
A301,2020-04-25,2.4,3451.7,25.554167,30.0,22.0,94.0,63.0,,
A301,2020-04-26,30.4,2992.4,25.970833,31.4,23.1,94.0,60.0,,
A301,2020-04-27,4.4,3060.3,25.529167,30.3,22.9,93.0,66.0,,
A301,2020-04-28,0.0,3092.5,26.3875,31.1,22.4,93.0,55.0,,
A301,2020-04-29,0.4,3296.9,26.454166,31.3,22.9,93.0,58.0,,
A301,2020-04-30,3.0,2581.0,25.6625,30.8,23.5,93.0,70.0,,
A301,2020-05-01,3.4,3196.6,26.066668,31.7,22.2,94.0,61.0,,
A301,2020-05-02,0.2,3368.8,26.820833,31.9,23.1,94.0,56.0,,
A301,2020-05-03,0.4,3445.3,26.775,31.6,22.8,93.0,59.0,,
A301,2020-05-04,0.2,3259.5,26.554167,31.3,22.7,93.0,59.0,,
A301,2020-05-05,3.4,2030.8,26.804167,30.0,24.0,90.0,65.0,,
A301,2020-05-06,2.0,2885.6,27.4875,31.4,24.0,92.0,61.0,,
A301,2020-05-07,0.8,2970.8,26.5625,31.6,22.6,93.0,55.0,,
A301,2020-05-08,0.2,3347.5,26.15,31.4,21.6,93.0,56.0,,
A301,2020-05-09,0.2,2699.0,26.029167,30.4,22.7,93.0,58.0,,
A301,2020-05-10,0.4,2290.8,25.947826,30.6,21.6,94.0,64.0,,
A301,2020-05-11,0.2,3274.8,26.170834,31.5,21.8,93.0,57.0,,
A301,2020-05-12,11.8,3069.3,25.879168,31.1,23.3,93.0,65.0,,
A301,2020-05-13,2.6,2662.2,25.8125,31.1,22.8,94.0,67.0,,
A301,2020-05-14,1.4,2318.1,26.291666,30.6,23.5,93.0,67.0,,
A301,2020-05-15,10.2,2389.3,25.479166,29.3,24.1,93.0,69.0,,
A301,2020-05-16,3.8,1327.2,24.670834,27.9,23.6,93.0,82.0,,
A301,2020-05-17,0.6,2830.1,25.3125,29.3,23.0,93.0,70.0,,
A301,2020-05-18,4.2,2993.8,26.241667,31.1,23.2,94.0,61.0,,
A301,2020-05-19,0.6,3180.5,26.4125,31.4,23.6,93.0,62.0,,
A301,2020-05-20,13.4,1730.5,25.691668,28.8,23.8,94.0,76.0,,
A301,2020-05-21,7.2,2994.6,26.375,31.0,23.0,93.0,62.0,,
A301,2020-05-22,4.4,2840.0,26.420834,31.0,23.2,93.0,62.0,,
A301,2020-05-23,14.4,1413.6,24.758333,27.5,23.2,93.0,84.0,,
A301,2020-05-24,13.2,2271.8,25.329166,29.9,23.2,94.0,67.0,,
A301,2020-05-25,2.8,1761.9,25.025,29.2,22.9,93.0,74.0,,
A301,2020-05-26,0.0,2835.1,26.875,32.6,23.1,94.0,56.0,,
A301,2020-05-27,0.8,2640.4,26.575,32.2,23.3,93.0,59.0,,
A301,2020-05-28,0.0,3006.9,26.591667,31.8,23.3,93.0,58.0,,
A301,2020-05-29,17.0,1981.6,24.558332,27.9,22.6,93.0,65.0,,
A301,2020-05-30,1.4,2704.4,24.945833,28.9,23.0,92.0,73.0,,
A301,2020-05-31,4.2,2989.7,25.654167,30.7,22.4,94.0,60.0,,
A301,2020-06-01,0.0,2824.8,25.408333,31.1,22.3,94.0,62.0,,
A301,2020-06-02,5.0,2662.3,25.979166,31.7,22.7,94.0,60.0,,
A301,2020-06-03,0.4,2965.7,26.183332,31.5,22.5,94.0,53.0,,
A301,2020-06-04,5.6,2415.8,26.133333,30.2,23.6,93.0,68.0,,
A301,2020-06-05,0.8,3087.5,25.5625,30.0,22.6,94.0,59.0,,
A301,2020-06-06,5.6,1751.4,24.841667,28.9,21.8,94.0,70.0,,
A301,2020-06-07,10.2,1715.2,24.391666,28.8,22.9,93.0,69.0,,
A301,2020-06-08,0.6,2738.6,25.05,29.5,22.1,93.0,62.0,,
A301,2020-06-09,10.2,2989.9,25.225,29.9,23.0,93.0,68.0,,
A301,2020-06-10,6.2,2615.8,24.95,29.8,22.6,94.0,64.0,,
A301,2020-06-11,4.6,2417.2,25.729166,30.2,22.7,94.0,64.0,,
A301,2020-06-12,0.2,3067.3,25.766666,30.2,22.5,93.0,57.0,,
A301,2020-06-13,0.2,2957.0,25.75,31.0,21.5,93.0,55.0,,
A301,2020-06-14,5.4,2943.3,25.058332,30.1,22.6,94.0,63.0,,
A301,2020-06-15,1.0,2120.8,24.816668,29.4,22.8,94.0,75.0,,
A301,2020-06-16,12.6,2293.1,24.654167,28.6,22.6,93.0,63.0,,
A301,2020-06-17,3.4,2586.6,24.916666,28.8,22.0,93.0,67.0,,
A301,2020-06-18,3.8,2722.4,24.891666,29.0,22.1,93.0,64.0,,
A301,2020-06-19,2.2,2283.3,25.1375,29.1,23.0,93.0,70.0,,
A301,2020-06-20,0.2,2887.9,26.5125,29.7,24.7,85.0,60.0,,
A301,2020-06-21,2.4,2955.1,25.65,29.7,21.0,92.0,49.0,,
A301,2020-06-22,0.2,2953.5,24.579166,29.9,20.3,93.0,55.0,,
A301,2020-06-23,0.0,2984.4,26.408333,30.2,23.2,80.0,54.0,,
A301,2020-06-24,1.4,3138.3,25.179167,28.9,22.2,92.0,54.0,,
A301,2020-06-25,1.0,3094.6,25.766666,29.9,21.9,92.0,49.0,,
A301,2020-06-26,0.8,1562.8,24.233334,27.7,21.7,93.0,66.0,,
A301,2020-06-27,1.2,2951.4,24.395834,29.5,20.8,93.0,62.0,,
A301,2020-06-28,7.4,2553.8,23.55,28.2,21.5,93.0,67.0,,
A301,2020-06-29,1.2,3004.1,24.329166,29.0,22.0,94.0,62.0,,
A301,2020-06-30,0.8,3145.6,23.345833,28.9,20.4,94.0,61.0,,
A301,2020-07-01,0.4,3149.4,24.045834,29.2,21.3,93.0,54.0,,
A301,2020-07-02,0.2,3052.4,24.5625,29.0,21.1,93.0,60.0,,
A301,2020-07-03,3.4,2734.7,24.4875,29.1,22.0,93.0,63.0,,
A301,2020-07-04,0.0,3103.7,23.9125,28.9,19.7,94.0,52.0,,
A301,2020-07-05,3.4,1789.1,24.004168,27.2,21.9,92.0,81.0,,
A301,2020-07-06,2.0,1961.7,24.7375,27.4,22.1,92.0,62.0,,
A301,2020-07-07,0.6,3075.1,23.833334,29.1,19.9,94.0,55.0,,
A301,2020-07-08,3.2,3176.2,24.470833,29.7,21.5,93.0,59.0,,
A301,2020-07-09,6.6,2118.0,24.7125,28.4,22.3,93.0,69.0,,
A301,2020-07-10,0.8,2934.2,25.070833,29.1,21.8,94.0,61.0,,
A301,2020-07-11,5.8,2679.6,23.625,28.6,21.5,93.0,60.0,,
A301,2020-07-12,2.2,3211.3,24.454166,28.7,21.5,94.0,52.0,,
A301,2020-07-13,1.2,3052.7,23.795834,30.0,19.7,94.0,49.0,,
A301,2020-07-14,0.8,3210.7,24.391666,29.2,21.0,94.0,56.0,,
A301,2020-07-15,0.8,3138.8,24.345833,29.1,21.1,93.0,59.0,,
A301,2020-07-16,7.6,2938.0,24.454166,28.2,22.4,92.0,66.0,,
A301,2020-07-17,18.4,2883.9,22.925,27.5,20.1,93.0,70.0,,
A301,2020-07-18,7.2,3092.2,24.0875,27.9,21.4,93.0,61.0,,
A301,2020-07-19,0.8,2603.6,24.004349,28.6,20.6,93.0,66.0,,
A301,2020-07-20,4.4,2712.3,24.829166,28.1,22.4,93.0,57.0,,
A301,2020-07-21,0.6,3270.6,23.908333,28.7,20.1,94.0,48.0,,
A301,2020-07-22,0.2,2967.1,24.9375,28.9,21.2,85.0,51.0,,
A301,2020-07-23,5.6,2945.4,23.8875,28.4,20.4,92.0,55.0,,
A301,2020-07-24,0.2,3053.2,23.704348,28.1,20.0,94.0,56.0,,
A301,2020-07-25,0.4,2496.1,24.391666,27.9,21.2,91.0,60.0,,
A301,2020-07-26,6.8,2528.1,23.895834,27.3,21.4,91.0,66.0,,
A301,2020-07-27,1.6,2597.1,25.041666,28.6,21.9,89.0,61.0,,
A301,2020-07-28,0.0,3277.2,25.708334,28.8,23.2,86.0,54.0,,
A301,2020-07-29,1.8,2679.9,23.779167,26.9,21.3,94.0,69.0,,
A301,2020-07-30,1.0,3227.2,24.4625,28.5,20.4,89.0,42.0,,
A301,2020-07-31,1.0,3226.4,23.883333,28.2,20.4,93.0,61.0,,
A301,2020-08-01,6.0,2891.7,24.891666,28.2,22.2,91.0,62.0,,
A301,2020-08-02,1.4,2557.1,24.216667,27.7,21.4,93.0,64.0,,
A301,2020-08-03,0.8,3091.2,23.883333,27.9,20.8,93.0,58.0,,
A301,2020-08-04,1.0,3122.1,23.954166,27.8,20.6,92.0,56.0,,
A301,2020-08-05,1.6,3335.4,24.3,27.7,21.2,89.0,55.0,,
A301,2020-08-06,1.8,2667.2,24.691668,27.5,21.3,90.0,56.0,,
A301,2020-08-07,0.4,3257.6,25.020834,28.2,22.4,87.0,55.0,,
A301,2020-08-08,4.0,2845.2,23.929167,28.2,20.8,94.0,63.0,,
A301,2020-08-09,2.2,2714.5,24.204166,27.6,22.2,93.0,67.0,,
A301,2020-08-10,3.0,3265.9,24.029167,28.1,20.6,94.0,58.0,,
A301,2020-08-11,0.0,3220.3,24.416666,28.7,21.3,91.0,52.0,,
A301,2020-08-12,0.2,3086.0,23.025,28.0,19.3,93.0,59.0,,
A301,2020-08-13,5.4,2785.3,23.279167,28.0,21.7,93.0,68.0,,
A301,2020-08-14,0.0,3564.3,23.208334,28.3,18.9,94.0,53.0,,
A301,2020-08-15,0.2,3391.9,24.0875,29.1,20.8,93.0,57.0,,
A301,2020-08-16,2.4,2935.3,24.9,29.0,21.7,93.0,64.0,,
A301,2020-08-17,0.2,3064.1,25.004168,28.4,22.1,90.0,60.0,,
A301,2020-08-18,1.6,2896.8,24.791666,28.5,21.5,91.0,63.0,,
A301,2020-08-19,0.0,3355.6,24.3125,29.1,19.4,92.0,55.0,,
A301,2020-08-20,1.2,3189.7,23.625,28.9,19.3,94.0,57.0,,
A301,2020-08-21,5.6,2699.1,24.675,27.5,22.8,93.0,67.0,,
A301,2020-08-22,2.8,3030.8,24.041666,28.3,20.4,93.0,64.0,,
A301,2020-08-23,0.0,3175.4,24.108334,28.4,20.6,94.0,55.0,,
A301,2020-08-24,0.0,3539.9,23.430435,28.8,18.6,94.0,43.0,,
A301,2020-08-25,0.0,3406.4,23.418182,28.8,18.1,94.0,55.0,,
A301,2020-08-26,0.2,3184.2,24.320833,27.9,21.6,92.0,59.0,,
A301,2020-08-27,0.0,3264.4,24.047827,28.2,19.6,91.0,55.0,,
A301,2020-08-28,0.0,2938.0,24.204166,29.2,19.6,92.0,61.0,,
A301,2020-08-29,3.6,3179.4,25.620832,29.5,23.1,92.0,64.0,,
A301,2020-08-30,0.2,3564.6,25.891666,29.6,23.3,89.0,49.0,,
A301,2020-08-31,1.0,3596.3,25.1875,28.6,22.7,92.0,55.0,,
A301,2020-09-01,2.4,3270.1,24.708334,28.0,22.0,91.0,64.0,,
A301,2020-09-02,3.0,3225.9,24.2625,28.1,21.6,92.0,59.0,,
A301,2020-09-03,3.8,3085.3,23.079166,26.8,20.6,94.0,69.0,,
A301,2020-09-04,1.4,3178.3,24.816668,28.3,22.3,92.0,57.0,,
A301,2020-09-05,2.2,3478.3,24.558332,28.2,20.7,89.0,49.0,,
A301,2020-09-06,0.2,3368.0,23.916666,28.6,19.9,92.0,46.0,,
A301,2020-09-07,1.4,3521.4,23.720833,28.7,19.9,93.0,56.0,,
A301,2020-09-08,0.2,3715.5,24.170834,29.2,19.6,93.0,51.0,,
A301,2020-09-09,2.8,3168.7,24.55,28.7,21.7,92.0,65.0,,
A301,2020-09-10,1.2,3346.2,25.658333,28.7,23.5,86.0,61.0,,
A301,2020-09-11,0.0,2915.5,25.3375,27.5,23.3,82.0,60.0,,
A301,2020-09-12,0.0,3355.3,25.416666,28.2,22.1,84.0,53.0,,
A301,2020-09-13,0.0,3138.7,25.670834,29.0,23.8,77.0,56.0,,
A301,2020-09-14,9.8,3540.2,24.783333,28.9,21.6,93.0,61.0,,
A301,2020-09-15,0.8,2816.3,25.229166,28.6,22.3,90.0,61.0,,
A301,2020-09-16,0.2,2512.2,25.429167,28.1,23.9,85.0,65.0,,
A301,2020-09-17,0.4,3489.9,24.316668,28.8,20.5,92.0,52.0,,
A301,2020-09-18,0.0,3783.1,24.291666,29.4,19.8,93.0,57.0,,
A301,2020-09-19,0.0,3084.4,26.008333,29.9,22.6,88.0,56.0,,
A301,2020-09-20,0.0,3031.9,26.225,30.4,22.1,90.0,54.0,,
A301,2020-09-21,0.0,3054.6,26.641666,30.6,24.0,85.0,59.0,,
A301,2020-09-22,0.0,3211.8,26.470833,30.0,24.4,81.0,55.0,,
A301,2020-09-23,0.0,3769.1,25.666666,30.0,21.3,89.0,47.0,,
A301,2020-09-24,0.0,3481.5,25.558332,29.4,21.8,89.0,51.0,,
A301,2020-09-25,0.6,2808.8,24.970833,28.9,21.7,92.0,54.0,,
A301,2020-09-26,0.0,3548.9,25.208334,29.6,21.1,91.0,52.0,,
A301,2020-09-27,0.4,3799.1,25.079166,30.3,20.5,92.0,54.0,,
A301,2020-09-28,2.4,2997.0,25.358334,29.0,23.1,93.0,63.0,,
A301,2020-09-29,0.0,3540.8,26.225,29.8,22.1,89.0,52.0,,
A301,2020-09-30,0.0,2812.9,25.7625,29.4,21.9,87.0,57.0,,
A301,2020-10-01,0.0,3559.6,26.3125,29.8,24.0,81.0,51.0,,
A301,2020-10-02,1.6,3451.0,26.054167,29.5,22.3,91.0,54.0,,
A301,2020-10-03,0.0,2914.4,26.15,29.1,23.2,84.0,57.0,,
A301,2020-10-04,0.8,3645.4,25.395834,30.0,21.1,93.0,52.0,,
A301,2020-10-05,0.0,2812.0,25.245832,29.1,21.5,91.0,58.0,,
A301,2020-10-06,0.0,3920.1,26.279167,30.4,22.0,88.0,49.0,,
A301,2020-10-07,0.0,3666.3,26.9,30.8,24.1,86.0,57.0,,
A301,2020-10-08,0.0,3851.6,26.475,31.6,22.1,92.0,51.0,,
A301,2020-10-09,0.0,3674.9,27.116667,32.2,22.4,91.0,51.0,,
A301,2020-10-10,0.0,3324.0,26.479166,31.9,21.8,93.0,50.0,,
A301,2020-10-11,0.0,3717.1,26.620832,32.0,21.7,92.0,42.0,,
A301,2020-10-12,0.0,3620.1,25.4,31.3,20.4,93.0,46.0,,
A301,2020-10-13,0.0,2860.8,26.420834,29.8,22.7,86.0,51.0,,
A301,2020-10-14,1.6,2235.4,25.058332,27.9,23.0,90.0,68.0,,
A301,2020-10-15,2.4,2744.7,25.45,29.9,22.4,93.0,58.0,,
A301,2020-10-16,0.2,3155.0,25.383333,30.5,20.6,93.0,54.0,,
A301,2020-10-17,0.8,3389.4,26.329166,30.1,22.7,92.0,55.0,,
A301,2020-10-18,0.0,4075.2,26.016666,30.6,21.4,91.0,46.0,,
A301,2020-10-19,0.4,3877.1,25.704166,30.6,21.5,92.0,49.0,,
A301,2020-10-20,0.0,3668.4,26.725,30.5,23.6,81.0,50.0,,
A301,2020-10-21,0.4,2854.4,26.020834,29.9,23.1,91.0,56.0,,
A301,2020-10-22,2.4,3185.3,26.254168,29.8,24.3,91.0,59.0,,
A301,2020-10-23,1.2,3827.9,26.55,30.8,24.0,92.0,58.0,,
A301,2020-10-24,0.0,3389.1,27.2625,30.6,24.6,83.0,56.0,,
A301,2020-10-25,0.0,3059.4,26.845833,31.7,22.8,91.0,55.0,,
A301,2020-10-26,0.0,3159.0,26.725,31.7,22.6,91.0,53.0,,
A301,2020-10-27,0.2,3290.9,27.158333,31.8,22.8,91.0,53.0,,
A301,2020-10-28,0.0,3423.5,27.720833,31.9,25.1,78.0,48.0,,
A301,2020-10-29,0.0,3177.1,27.266666,31.6,22.8,87.0,46.0,,
A301,2020-10-30,0.4,4149.4,27.766666,32.4,25.0,86.0,50.0,,
A301,2020-10-31,1.8,3939.6,27.5125,31.9,24.5,88.0,54.0,,
A301,2020-11-01,0.0,3634.6,27.975,32.5,24.7,85.0,49.0,,
A301,2020-11-02,0.0,3017.8,27.420834,32.4,23.2,89.0,51.0,,
A301,2020-11-03,0.0,3946.3,27.804167,33.3,23.5,89.0,48.0,,
A301,2020-11-04,0.0,3825.6,28.016666,32.8,23.5,89.0,46.0,,
A301,2020-11-05,0.0,3659.9,27.883333,32.5,23.6,88.0,50.0,,
A301,2020-11-06,3.8,3285.0,27.008333,31.2,23.4,93.0,57.0,,
A301,2020-11-07,0.4,3141.3,27.0,31.2,23.7,93.0,59.0,,
A301,2020-11-08,0.6,3560.9,27.333334,30.6,25.3,85.0,55.0,,
A301,2020-11-09,9.8,2958.1,26.3125,30.6,23.9,93.0,60.0,,
A301,2020-11-10,3.8,3883.2,26.408333,30.4,24.0,91.0,59.0,,
A301,2020-11-11,1.4,3438.3,26.345833,30.2,22.7,92.0,54.0,,
A301,2020-11-12,0.0,3794.8,27.0625,30.8,23.8,86.0,51.0,,
A301,2020-11-13,0.0,4183.7,27.395834,31.0,25.0,79.0,54.0,,
A301,2020-11-14,1.0,3325.9,27.345833,30.7,24.8,90.0,60.0,,
A301,2020-11-15,0.0,2732.1,27.558332,31.4,24.4,86.0,50.0,,
A301,2020-11-16,0.4,3623.1,27.425,31.8,23.6,92.0,52.0,,
A301,2020-11-17,4.0,3935.8,27.566668,32.1,23.3,93.0,55.0,,
A301,2020-11-18,0.2,3693.7,27.55,32.3,22.8,92.0,52.0,,
A301,2020-11-19,0.0,3409.8,28.025,32.3,24.9,84.0,53.0,,
A301,2020-11-20,0.0,3185.9,28.020834,32.2,25.2,85.0,53.0,,
A301,2020-11-21,0.0,3665.5,27.75,32.1,24.1,83.0,46.0,,
A301,2020-11-22,0.2,4058.3,26.858334,31.9,21.5,92.0,46.0,,
A301,2020-11-23,0.0,3383.2,26.841667,31.3,22.2,90.0,55.0,,
A301,2020-11-24,1.4,3368.1,26.404167,30.1,23.4,91.0,55.0,,
A301,2020-11-25,1.2,3679.7,26.766666,30.9,22.5,91.0,45.0,8.5,2.57
A301,2020-11-26,4.0,3358.3,26.9375,30.7,23.3,90.0,52.0,8.9,2.025
A301,2020-11-27,0.0,2920.9,27.345833,30.9,25.3,76.0,51.0,8.9,2.3083334
A301,2020-11-28,0.8,3997.8,27.241667,31.1,24.4,83.0,44.0,8.8,2.2791667
A301,2020-11-29,1.6,2362.8,26.85,30.2,25.0,81.0,52.0,10.0,2.2583334
A301,2020-11-30,0.0,3797.7,27.679167,31.6,24.9,74.0,45.0,8.0,2.1333334
A301,2020-12-01,0.0,3636.1,27.283333,32.0,23.0,88.0,50.0,9.0,1.9666667
A301,2020-12-02,3.0,3321.1,26.85,31.6,23.7,92.0,49.0,9.5,1.5791667
A301,2020-12-03,0.6,3541.8,27.675,31.9,24.8,90.0,56.0,7.8,1.8
A301,2020-12-04,0.6,3429.1,27.9875,32.0,24.9,88.0,53.0,8.1,1.9041667
A301,2020-12-05,0.4,3464.8,27.875,32.1,25.4,84.0,46.0,8.2,2.1875
A301,2020-12-06,0.0,3822.6,27.729166,32.0,25.6,76.0,48.0,7.9,2.2708333
A301,2020-12-07,0.0,3579.2,27.6375,31.4,25.1,76.0,45.0,9.4,2.1
A301,2020-12-08,1.2,3825.3,27.595833,32.1,24.7,82.0,46.0,8.5,2.1083333
A301,2020-12-09,3.8,2204.0,26.083334,29.9,23.2,91.0,59.0,7.6,1.4916667
A301,2020-12-10,1.2,3192.6,26.9375,31.5,22.7,90.0,50.0,8.0,1.7041667
A301,2020-12-11,0.0,3671.3,27.416666,31.4,24.1,80.0,46.0,8.2,2.1375
A301,2020-12-12,1.4,3675.6,27.2375,31.6,24.3,90.0,47.0,8.5,2.0375
A301,2020-12-13,1.8,3134.8,27.1625,30.5,24.1,91.0,57.0,9.0,2.1
A301,2020-12-14,0.2,3910.0,27.808332,31.3,25.4,79.0,51.0,8.4,2.0375
A301,2020-12-15,4.8,3895.3,26.883333,31.3,23.8,92.0,55.0,7.5,1.7458333
A301,2020-12-16,3.0,3620.6,27.6125,32.1,24.0,91.0,53.0,7.1,1.7125
A301,2020-12-17,0.0,3220.3,27.654167,32.1,23.6,90.0,52.0,8.1,1.6625
A301,2020-12-18,6.2,3983.6,27.520834,32.0,23.2,92.0,49.0,8.9,1.6166667
A301,2020-12-19,0.8,3933.4,28.020834,32.3,25.7,84.0,46.0,8.4,1.8458333
A301,2020-12-20,1.4,3492.6,27.779167,31.9,24.2,87.0,48.0,8.3,1.8375
A301,2020-12-21,0.4,3970.9,27.1875,31.9,22.0,91.0,48.0,8.6,1.6666666
A301,2020-12-22,0.0,3554.1,26.979166,31.8,22.3,89.0,47.0,8.2,1.6416667
A301,2020-12-23,0.0,3251.7,27.733334,32.0,25.6,75.0,50.0,8.2,1.95
A301,2020-12-24,0.6,3297.1,27.633333,31.7,24.1,86.0,50.0,7.8,1.8916667
A301,2020-12-25,2.2,2188.2,27.3,30.5,24.8,87.0,55.0,7.6,1.7541667
A301,2020-12-26,0.4,3544.3,27.708334,32.1,25.1,81.0,45.0,9.3,1.9708333
A301,2020-12-27,2.6,2475.6,27.191668,31.0,24.4,87.0,49.0,9.3,2.2625
A301,2020-12-28,0.6,3963.0,27.391666,31.6,24.7,84.0,42.0,10.4,2.6083333
A301,2020-12-29,0.0,3855.2,26.529167,31.5,20.9,90.0,44.0,8.2,1.8708333
A301,2020-12-30,8.8,2844.0,25.929167,30.0,23.3,89.0,60.0,8.2,1.4833333
A301,2020-12-31,5.0,1990.7,25.625,29.0,23.2,93.0,65.0,6.8,1.5125
A312,2020-01-01,0.0,2297.6,27.779167,35.0,23.4,91.0,38.0,9.4,1.425
A312,2020-01-02,3.4,1707.0,26.054167,31.9,22.9,93.0,52.0,7.8,0.85833335
A312,2020-01-03,1.0,2337.9,27.266666,32.8,23.7,90.0,51.0,7.2,1.2291666
A312,2020-01-04,1.8,1294.0,25.904167,30.2,23.6,92.0,62.0,7.0,0.92083335
A312,2020-01-05,0.4,2447.8,26.354166,32.3,22.3,93.0,47.0,7.9,1.2166667
A312,2020-01-06,0.2,1751.9,26.666666,32.5,23.0,92.0,52.0,7.9,1.2708334
A312,2020-01-07,20.6,2179.0,25.941668,32.0,20.9,94.0,54.0,12.4,0.9875
A312,2020-01-08,0.2,2375.7,27.6125,34.1,23.9,93.0,44.0,7.4,1.3416667
A312,2020-01-09,8.2,2902.6,26.408333,33.4,23.4,93.0,50.0,10.8,1.25
A312,2020-01-10,0.0,2354.7,26.495832,32.8,23.1,93.0,49.0,6.8,1.125
A312,2020-01-11,0.2,2717.6,27.483334,34.8,23.7,90.0,42.0,7.6,1.7375
A312,2020-01-12,0.2,2696.6,27.854166,34.8,23.9,92.0,40.0,6.5,0.8541667
A312,2020-01-13,0.0,1888.9,27.7875,33.6,24.0,86.0,48.0,6.1,1.1
A312,2020-01-14,0.0,2626.2,28.004168,34.6,24.2,91.0,41.0,6.9,0.9458333
A312,2020-01-15,10.6,2455.1,26.895834,33.9,22.7,93.0,48.0,9.9,1.0916667
A312,2020-01-16,0.2,2098.8,27.304167,34.8,23.1,93.0,41.0,6.2,0.825
A312,2020-01-17,1.2,1808.1,27.075,32.2,24.4,90.0,53.0,7.4,1.1458334
A312,2020-01-18,1.4,2052.0,26.329166,33.4,22.3,93.0,51.0,8.8,1.1583333
A312,2020-01-19,4.0,1206.3,24.475,28.5,23.0,92.0,74.0,9.8,0.74583334
A312,2020-01-20,0.2,2807.7,26.833334,32.9,23.3,93.0,45.0,6.0,1.0041667
A312,2020-01-21,0.0,2282.9,27.279167,33.7,23.2,92.0,47.0,8.6,1.525
A312,2020-01-22,3.2,2026.5,27.758333,33.2,24.4,93.0,48.0,6.9,1.0583333
A312,2020-01-23,8.2,2086.9,26.420834,31.7,22.2,93.0,58.0,14.4,1.0666667
A312,2020-01-24,1.8,2684.2,26.579166,33.1,22.5,94.0,49.0,6.4,0.8875
A312,2020-01-25,0.0,2893.5,28.616667,35.2,24.6,93.0,40.0,7.9,0.725
A312,2020-01-26,14.2,2425.2,28.095833,34.8,23.3,93.0,46.0,11.2,1.3125
A312,2020-01-27,5.0,2127.2,26.166666,32.2,22.9,93.0,54.0,7.6,0.925
A312,2020-01-28,3.4,2832.3,26.533333,33.2,23.4,93.0,52.0,11.5,1.1875
A312,2020-01-29,0.2,2336.4,26.995832,34.2,22.6,94.0,49.0,5.2,0.55
A312,2020-01-30,8.4,2150.3,27.2625,33.7,23.0,93.0,50.0,7.6,1.0666667
A312,2020-01-31,14.4,2114.4,25.870832,32.6,21.7,94.0,54.0,15.0,1.4083333
A312,2020-02-01,0.4,2257.0,25.7375,32.0,22.3,94.0,52.0,6.3,0.85833335
A312,2020-02-02,0.8,3077.4,26.570833,32.6,22.8,93.0,51.0,9.3,0.7083333
A312,2020-02-03,3.8,2624.7,27.045834,33.0,21.7,93.0,49.0,12.2,1.4041667
A312,2020-02-04,2.2,2725.1,26.370832,33.6,23.3,94.0,50.0,11.5,1.2625
A312,2020-02-05,39.6,2231.2,24.525,31.5,21.7,94.0,59.0,11.7,0.98333335
A312,2020-02-06,7.0,2742.5,24.8,31.7,21.5,94.0,55.0,7.3,0.5125
A312,2020-02-07,0.0,2985.1,26.85,33.1,22.0,94.0,49.0,6.2,0.775
A312,2020-02-08,0.0,1524.7,26.2,29.8,22.7,94.0,61.0,6.4,0.9
A312,2020-02-09,0.4,2726.1,27.420834,32.2,24.5,93.0,57.0,4.1,0.65
A312,2020-02-10,17.4,2402.2,26.9875,34.1,22.0,94.0,52.0,5.2,0.81666666
A312,2020-02-11,3.2,2034.5,27.195833,33.0,24.0,93.0,54.0,6.5,0.95416665
A312,2020-02-12,0.0,2977.3,27.533333,33.2,23.5,93.0,48.0,6.4,0.9375
A312,2020-02-13,0.0,2764.0,26.941668,33.5,23.7,93.0,56.0,5.9,0.98333335
A312,2020-02-14,27.2,2852.8,25.883333,33.2,22.3,94.0,53.0,12.7,1.1375
A312,2020-02-15,15.0,2098.6,24.95,31.6,21.3,94.0,58.0,14.1,1.3041667
A312,2020-02-16,0.2,2746.4,26.258333,33.3,21.9,94.0,50.0,5.8,0.62916666
A312,2020-02-17,0.0,2719.5,27.508333,33.7,23.1,94.0,49.0,5.8,0.8208333
A312,2020-02-18,13.8,2379.7,26.133333,31.9,22.7,93.0,59.0,8.1,0.96666664
